index,reaction_semantic_similarity,reaction_psychological_depth_analysis_before_level,reaction_psychological_depth_analysis_after_level,reaction_psychological_depth_analysis_before_focus,reaction_psychological_depth_analysis_after_focus,reaction_psychological_depth_analysis_change_direction,reaction_reaction_types_analysis_before_types_emocjonalne,reaction_reaction_types_analysis_before_types_kognitywne,reaction_reaction_types_analysis_before_types_behawioralne_manifestacje,reaction_reaction_types_analysis_before_types_zewnętrzne_wyniki,reaction_reaction_types_analysis_after_types_emocjonalne,reaction_reaction_types_analysis_after_types_kognitywne,reaction_reaction_types_analysis_after_types_behawioralne_manifestacje,reaction_reaction_types_analysis_after_types_zewnętrzne_wyniki,reaction_reaction_types_analysis_emotional_granularity_change,reaction_conceptual_coverage_before_categories,reaction_conceptual_coverage_after_categories,reaction_conceptual_coverage_maintained_categories,reaction_conceptual_coverage_new_categories,reaction_conceptual_coverage_lost_categories,reaction_evolution_assessment_type,reaction_evolution_assessment_description,reaction_evolution_assessment_quality_change,reaction_key_insights,reaction_analysis_type
409,0.0,średni,powierzchowny,mieszany,behawioralny/zewnętrzny,bardziej behawioralny,1,1,1,0,0,0,0,0,Brak odpowiedzi w sekcji 'After' wskazuje na całkowity brak rozwoju w zakresie identyfikacji reakcji emocjonalnych i kognitywnych.,emocje negatywne (niezadowolenie); procesy kognitywne (porównania społeczne); zachowania (zwalanie winy),[],[],[],emocje negatywne; procesy kognitywne; zachowania,spłycenie (fokus na zachowania),"Brak odpowiedzi w sekcji 'After' sugeruje, że annotator nie był w stanie zidentyfikować żadnych reakcji psychologicznych, co prowadzi do spłycenia analizy.",-1.0,"Brak odpowiedzi w sekcji 'After' wskazuje na regresję w umiejętności identyfikacji reakcji psychologicznych. Annotator nie był w stanie dostarczyć żadnych informacji o wewnętrznych stanach emocjonalnych ani kognitywnych, co może sugerować brak zrozumienia lub trudności w analizie reakcji na wpływ społeczny.",reaction
411,0.0,powierzchowny,powierzchowny,behawioralny/zewnętrzny,behawioralny/zewnętrzny,bez zmian,1,0,0,0,0,0,0,0,"Brak zmiany, ponieważ odpowiedź po jest pusta.",emocje pozytywne (zachwyt); zainteresowanie (atencja),[],[],[],emocje pozytywne; zainteresowanie,spłycenie (fokus na zachowania),"Brak odpowiedzi w sekcji 'After' wskazuje na spłycenie analizy, ponieważ nie ma żadnych reakcji ani emocji zidentyfikowanych.",-1.0,"Brak odpowiedzi w sekcji 'After' sugeruje, że annotator nie był w stanie zidentyfikować żadnych reakcji po zdobyciu umiejętności, co może wskazywać na spadek zdolności analitycznych lub brak refleksji nad reakcjami emocjonalnymi.",reaction
412,0.2,powierzchowny,powierzchowny,behawioralny/zewnętrzny,behawioralny/zewnętrzny,bez zmian,0,0,1,1,0,0,1,1,Brak zmiany w zrozumieniu emocjonalnym; obie odpowiedzi koncentrują się na zewnętrznych zachowaniach bez głębszej analizy stanów psychologicznych.,komplementowanie (zachowanie); wpływ społeczny (zgodność z oczekiwaniami koleżanki),pochwała (zachowanie); wpływ społeczny (zgodność z oczekiwaniami),wpływ społeczny,[],[],brak znaczącej zmiany,Annotator nie wykazał znaczącego rozwoju w rozumieniu psychologicznych reakcji na wpływ społeczny. Obie odpowiedzi koncentrują się na zewnętrznych zachowaniach.,0.0,"Annotator nie rozwinął głębszego zrozumienia psychologicznych reakcji, koncentrując się na zewnętrznych zachowaniach, co wskazuje na brak ewolucji w analizie reakcji na wpływ społeczny.",reaction
413,0.0,powierzchowny,powierzchowny,behawioralny/zewnętrzny,behawioralny/zewnętrzny,bez zmian,0,0,0,0,0,0,1,0,"Brak zmiany w zrozumieniu emocji, ponieważ odpowiedź po prostu opisuje zachowanie bez głębszej analizy emocjonalnej.",[],behawioralne manifestacje (pochwała),[],behawioralne manifestacje,[],brak znaczącej zmiany,"Odpowiedź po nie wykazuje głębszego zrozumienia psychologicznych reakcji, a jedynie opisuje konkretne zachowanie.",0.0,Annotator nie wykazał rozwoju w zrozumieniu psychologicznych reakcji na wpływ społeczny. Odpowiedź po jest jedynie opisem zachowania (pochwała) bez analizy emocjonalnej czy kognitywnej.,reaction
414,0.2,powierzchowny,średni,behawioralny/zewnętrzny,mieszany,bardziej psychologiczny,0,0,0,0,0,2,1,1,Annotator przeszedł od braku identyfikacji reakcji do rozpoznania kognitywnych procesów związanych z próbą przekonania oraz behawioralnej manifestacji zgody na rozmowę.,[],procesy kognitywne (próba przekonania); behawioralne manifestacje (zgoda na rozmowę); zewnętrzne wyniki (zakup),[],procesy kognitywne; behawioralne manifestacje; zewnętrzne wyniki,[],pogłębienie psychologiczne,"Annotator zaczął dostrzegać kognitywne procesy związane z próbą wpływu społecznego oraz ich behawioralne manifestacje, co wskazuje na rozwój w rozumieniu reakcji na wpływ społeczny.",0.6,"Rozwój w identyfikacji reakcji na wpływ społeczny. Kluczowe zmiany: (1) Wprowadzenie kognitywnych procesów związanych z próbą przekonania, co pokazuje większe zrozumienie mechanizmów wpływu; (2) Zgoda na rozmowę jako manifestacja behawioralna, co wskazuje na rozwój w rozumieniu interakcji społecznych; (3) Zmiana z braku reakcji do rozpoznania konkretnych procesów myślowych i działań.",reaction
415,0.3,średni,powierzchowny,psychologiczny,behawioralny/zewnętrzny,bardziej behawioralny,1,1,1,0,0,1,2,1,"Annotator przeszedł od analizy wewnętrznych stanów psychologicznych do opisu zewnętrznych zachowań, co wskazuje na spłycenie analizy emocjonalnej.",procesy kognitywne (odwołanie do autorytetu); emocje (opór),"behawioralne manifestacje (odwołanie do autorytetu, brak otwartości na negocjacje); zewnętrzne wyniki (preferencje dotyczące marki)",procesy kognitywne (odwołanie do autorytetu),behawioralne manifestacje; zewnętrzne wyniki,emocje (opór),spłycenie (fokus na zachowania),"Annotator przeszedł od analizy psychologicznych reakcji do opisu zewnętrznych zachowań, co wskazuje na utratę głębszego zrozumienia emocji i procesów psychologicznych.",-0.6,"Annotator wykazał spłycenie analizy, koncentrując się na zewnętrznych zachowaniach i wynikach, a nie na wewnętrznych stanach psychologicznych. Zmiana ta może sugerować, że annotator nie dostrzega już złożoności emocjonalnych reakcji na wpływ społeczny.",reaction
416,0.3,średni,powierzchowny,psychologiczny,behawioralny/zewnętrzny,bardziej behawioralny,0,1,1,0,0,1,2,1,"Annotator przeszedł od analizy oporu jako wewnętrznego stanu do opisu konkretnych działań związanych z zakupem, co wskazuje na spłycenie analizy emocjonalnej.",opór psychologiczny; bierny opór,wyrażenie zgody; uzasadnianie decyzji; brak chęci zmiany,kognitywne procesy,behawioralne manifestacje; zewnętrzne wyniki,opór psychologiczny,spłycenie (fokus na zachowania),"Annotator przeszedł od analizy psychologicznego oporu do opisu konkretnych działań związanych z zakupem, co wskazuje na spłycenie analizy.",-0.5,"Rozwój rozumienia przez annotatora wykazuje spłycenie analizy psychologicznej. Zamiast skupiać się na wewnętrznych stanach oporu, annotator przeszedł do opisu zewnętrznych działań związanych z zakupem, co może sugerować mniejsze zrozumienie złożoności psychologicznych reakcji na wpływ społeczny.",reaction
417,0.1,powierzchowny,średni,behawioralny/zewnętrzny,mieszany,bardziej psychologiczny,0,0,0,0,0,1,1,1,Annotator przeszedł od braku jakiejkolwiek analizy reakcji do zidentyfikowania kognitywnego aspektu zgody oraz behawioralnej manifestacji oczekiwania na autorytet.,[],kognicja (zgoda na czekanie); behawioralne manifestacje (oczekiwanie na autorytet); zewnętrzne wyniki (potwierdzenie wyboru),[],kognicja; behawioralne manifestacje; zewnętrzne wyniki,[],pogłębienie psychologiczne,"Annotator zaczął dostrzegać kognitywne i behawioralne aspekty reakcji na wpływ społeczny, co wskazuje na rozwój w analizie psychologicznych reakcji.",0.6,"Rozwój w zrozumieniu reakcji na wpływ społeczny. Kluczowe zmiany obejmują: (1) Wprowadzenie kognitywnego aspektu zgody na czekanie, co pokazuje, że annotator zaczyna dostrzegać myślenie związane z wpływem; (2) Zidentyfikowanie behawioralnej manifestacji oczekiwania, co wskazuje na większą uwagę na procesy psychologiczne; (3) Zmiana z braku reakcji do rozpoznania złożoności reakcji na wpływ społeczny.",reaction
418,0.3,powierzchowny,średni,behawioralny/zewnętrzny,mieszany,bardziej psychologiczny,0,1,1,0,0,3,2,0,"Annotator przeszedł od opisu jedynie zewnętrznych zachowań do bardziej złożonego zrozumienia interakcji, uwzględniając argumentację i próby wpływu, co wskazuje na rozwój w analizie procesów myślowych.",zachowanie (odrzucenie propozycji); argumentacja (próba uzasadnienia),argumentacja (powołanie się na autorytet); próby wpływu (odciągnięcie od pomysłu); porównania (porównanie butów); próby perswazji (namawianie do wypróbowania),argumentacja,próby wpływu; porównania; próby perswazji,zachowanie,pogłębienie psychologiczne,"Annotator rozszerzył swoje zrozumienie reakcji na wpływ społeczny, przechodząc od prostego opisu zachowań do analizy argumentacji i prób wpływu, co wskazuje na większą złożoność w myśleniu o interakcjach.",0.7,"Rozwój w analizie reakcji na wpływ społeczny. Kluczowe zmiany: (1) Zmiana z opisu zachowań na analizę argumentacji i prób wpływu; (2) Wprowadzenie nowych kategorii, takich jak porównania i próby perswazji, co wskazuje na głębsze zrozumienie dynamiki interakcji; (3) Zmiana w kierunku bardziej psychologicznego podejścia do analizy reakcji.",reaction
419,0.3,powierzchowny,średni,behawioralny/zewnętrzny,mieszany,bardziej psychologiczny,0,1,2,0,2,3,2,1,"Annotator przeszedł od opisu ogólnych interakcji do bardziej szczegółowego zrozumienia emocji i myśli syna, takich jak obawy o wykluczenie i wyrażanie swoich obaw.",konflikt interpersonalny; zachowania zewnętrzne,"emocje (obawy); procesy kognitywne (argumentacja); zachowania zewnętrzne (spieranie się, odrzucenie propozycji)",zachowania zewnętrzne,emocje (obawy); procesy kognitywne (argumentacja),konflikt interpersonalny,pogłębienie psychologiczne,"Annotator znacząco rozwinął zrozumienie psychologicznych reakcji syna na wpływ matki, dodając emocjonalne i kognitywne aspekty do analizy.",0.75,"Rozwój w zrozumieniu reakcji psychologicznych. Kluczowe zmiany: (1) Zwiększenie złożoności analizy - od prostego opisu do uwzględnienia emocji i myśli; (2) Identyfikacja obaw o wykluczenie jako istotnego elementu reakcji; (3) Zrozumienie, że argumentacja oparta na społecznym dowodzie słuszności jest istotnym mechanizmem w interakcji.",reaction
420,0.5,średni,głęboki,mieszany,psychologiczny,bardziej psychologiczny,0,2,1,1,2,3,0,0,Annotator przeszedł od ogólnych opisów oporu i uzasadniania do bardziej szczegółowego rozróżnienia emocji związanych z lękiem przed odrzuceniem oraz próbą uzasadnienia wydatków jako inwestycji w siebie.,uzasadnianie wyborów finansowych; opór wobec wpływu społecznego; konkretne zachowania (szantaż),emocje związane z lękiem (strach przed odrzuceniem); uzasadnianie wydatków; próby przekonywania; normy społeczne,uzasadnianie wyborów finansowych; próby przekonywania,emocje związane z lękiem; normy społeczne,konkretne zachowania (szantaż),pogłębienie psychologiczne,"Annotator znacząco rozwinął rozumienie psychologicznych reakcji na wpływ społeczny, dodając emocjonalne aspekty lęku przed odrzuceniem oraz normy społeczne, które wpływają na decyzje finansowe.",0.8,"Rozwój w zrozumieniu psychologicznych reakcji na wpływ społeczny. Kluczowe zmiany: (1) Wprowadzenie emocji związanych z lękiem przed odrzuceniem, co pokazuje głębsze zrozumienie motywacji; (2) Zmiana z opisu zachowań na analizę procesów myślowych i emocjonalnych; (3) Uznanie norm społecznych jako istotnego czynnika wpływającego na decyzje finansowe.",reaction
421,0.3,średni,powierzchowny,mieszany,behawioralny/zewnętrzny,bardziej behawioralny,1,3,2,0,0,4,3,0,"Annotator przeszedł od identyfikacji emocjonalnych reakcji (np. użalanie się) do bardziej konkretnych działań i argumentacji, co wskazuje na spłycenie emocjonalnego zrozumienia.","emocje (użalanie się); procesy kognitywne (obrona, przewidywanie żalu); zachowania (opór, niezależność)","zachowania (obrona, przytaczanie argumentów, uzasadnianie)",[],zachowania,emocje; procesy kognitywne,spłycenie (fokus na zachowania),"Annotator przeszedł od bardziej złożonego zrozumienia emocji i procesów kognitywnych do skupienia się na zewnętrznych zachowaniach, co wskazuje na utratę głębszej analizy psychologicznej.",-0.6,"Rozwój rozumienia przez annotatora wykazuje spłycenie analizy psychologicznej. Zmiana z identyfikacji emocji i kognicji na opis zachowań sugeruje, że annotator skupił się na zewnętrznych aspektach reakcji, tracąc złożoność wewnętrznych stanów psychicznych.",reaction
422,0.3,powierzchowny,średni,behawioralny/zewnętrzny,psychologiczny,bardziej psychologiczny,0,1,1,0,1,1,1,0,"Annotator przeszedł od opisu zachowań do uwzględnienia emocjonalnych reakcji, takich jak obrażenie się, co wskazuje na rozwój w rozumieniu wewnętrznych stanów psychicznych.",argumentacja; odraczanie rozmowy,emocje (obrażenie się); kognicja (ważność grupy rówieśniczej),[],emocje; kognicja,argumentacja; odraczanie rozmowy,pogłębienie psychologiczne,Annotator przeszedł od opisu zewnętrznych zachowań do bardziej złożonego zrozumienia emocji i kognicji związanych z wpływem społecznym.,0.7,"Rozwój w zrozumieniu reakcji psychologicznych. Kluczowe zmiany: (1) Wprowadzenie emocji do analizy reakcji, co pokazuje większą wrażliwość na wewnętrzne stany; (2) Zmiana z opisu zachowań na zrozumienie kognitywnych i emocjonalnych aspektów wpływu społecznego.",reaction
423,0.3,powierzchowny,powierzchowny,behawioralny/zewnętrzny,behawioralny/zewnętrzny,bez zmian,0,0,1,1,0,2,1,1,Brak zmiany w zrozumieniu emocjonalnym; reakcje pozostają na poziomie behawioralnym i zewnętrznym.,wpływ rówieśników; porównanie z mamą,stwierdzenia o wydatkach; decyzje zakupowe; odrzucenie propozycji,[],stwierdzenia o wydatkach; decyzje zakupowe; odrzucenie propozycji,wpływ rówieśników; porównanie z mamą,brak znaczącej zmiany,"Annotator przeszedł do bardziej konkretnego opisu sytuacji, ale nie wprowadził głębszej analizy psychologicznej. Reakcje pozostają na poziomie behawioralnym i zewnętrznym.",0.0,"Annotator skupił się na konkretnych stwierdzeniach dotyczących wydatków i decyzji zakupowych, ale nie rozwinął analizy psychologicznych reakcji. Brak emocjonalnej głębi w odpowiedziach.",reaction
424,0.3,średni,powierzchowny,mieszany,behawioralny/zewnętrzny,bardziej behawioralny,0,2,0,2,0,0,2,0,"Annotator przeszedł od analizy kognitywnej i zewnętrznych wyników do bardziej behawioralnych manifestacji, co wskazuje na spłycenie analizy emocjonalnej.","procesy kognitywne (przekonywanie, uświadamianie); zewnętrzne wyniki (moda, wydatki)","behawioralne manifestacje (lojalność, złagodzenie sytuacji)",[],behawioralne manifestacje,procesy kognitywne; zewnętrzne wyniki,spłycenie (fokus na zachowania),"Annotator przeszedł od analizy kognitywnej i zewnętrznych wyników do skupienia się na behawioralnych manifestacjach, co wskazuje na spłycenie analizy.",-0.5,"Rozwój rozumienia przez annotatora wykazuje spłycenie analizy reakcji psychologicznych. Zmiana z analizy kognitywnej na behawioralną manifestuje brak głębszego zrozumienia emocji i procesów myślowych, co może wskazywać na mniejsze zrozumienie złożoności reakcji na wpływ społeczny.",reaction
426,0.2,średni,powierzchowny,mieszany,behawioralny/zewnętrzny,bardziej behawioralny,0,2,3,0,0,0,1,1,"Annotator przeszedł od analizy złożonych reakcji obronnych do prostego opisu sekwencji działań, co wskazuje na spłycenie analizy emocjonalnej.","reakcje obronne (usprawiedliwianie się, odpieranie zarzutów); próby przekonywania","reakcje behawioralne (protestowanie, uleganie)",[],reakcje behawioralne,reakcje obronne; próby przekonywania,spłycenie (fokus na zachowania),"Annotator zredukował złożoność analizy reakcji, koncentrując się na prostych działaniach zamiast na wewnętrznych procesach psychologicznych.",-0.6,"Zmiana w rozumieniu reakcji na wpływ społeczny wskazuje na spłycenie analizy. Zamiast złożonych reakcji obronnych, annotator skupił się na prostych działaniach, co może sugerować brak zrozumienia wewnętrznych procesów psychologicznych.",reaction
425,0.3,powierzchowny,głęboki,behawioralny/zewnętrzny,psychologiczny,bardziej psychologiczny,0,0,1,0,2,2,1,1,"Annotator przeszedł od opisu jedynie zewnętrznego zachowania do złożonego zrozumienia emocji i myśli, które towarzyszą reakcji na wpływ społeczny.",zachowanie (tłumaczenie się),emocje (poczucie niesprawiedliwej oceny); procesy kognitywne (usprawiedliwianie się); behawioralne manifestacje (uspokajanie streamera); zewnętrzne wyniki (follow na YT),behawioralne manifestacje,emocje (poczucie niesprawiedliwej oceny); procesy kognitywne (usprawiedliwianie się),[],pogłębienie psychologiczne,"Annotator znacząco rozwinął swoje zrozumienie reakcji psychologicznych na wpływ społeczny, dodając emocjonalne i kognitywne aspekty, które wcześniej nie były uwzględnione.",0.75,"Rozwój w zrozumieniu reakcji psychologicznych. Kluczowe zmiany: (1) Zmiana z opisu jedynie zewnętrznego zachowania na uwzględnienie emocji i myśli; (2) Identyfikacja poczucia niesprawiedliwej oceny jako kluczowego elementu reakcji; (3) Rozróżnienie między uspokajaniem a usprawiedliwianiem się, co pokazuje głębsze zrozumienie procesów kognitywnych.",reaction
427,0.1,powierzchowny,powierzchowny,behawioralny/zewnętrzny,behawioralny/zewnętrzny,bez zmian,0,1,1,0,0,0,0,0,"Brak reakcji w odpowiedzi po, co wskazuje na spadek w identyfikacji reakcji psychologicznych.",reakcja behawioralna (poddanie się wpływowi); procesy kognitywne (argumentacja),[],[],[],reakcja behawioralna; procesy kognitywne,spłycenie (fokus na zachowania),"Annotator nie dostarczył żadnej reakcji w odpowiedzi po, co sugeruje spadek w identyfikacji i analizie reakcji psychologicznych.",-0.8,"Brak odpowiedzi w sekcji 'After' wskazuje na znaczący spadek w umiejętności identyfikacji reakcji psychologicznych. Annotator nie był w stanie dostarczyć żadnych informacji o wewnętrznych stanach emocjonalnych czy kognitywnych, co może sugerować brak zrozumienia lub umiejętności w analizie wpływu społecznego.",reaction
428,0.2,średni,powierzchowny,psychologiczny,behawioralny/zewnętrzny,bardziej behawioralny,1,1,1,0,0,0,0,1,"Annotator przeszedł od identyfikacji wewnętrznych reakcji psychologicznych do opisu zewnętrznych wyników, co wskazuje na spłycenie analizy emocjonalnej.","reakcje psychologiczne (tłumaczenie się, uległość)",zewnętrzne wyniki (wsparcie streamera),[],zewnętrzne wyniki,reakcje psychologiczne,spłycenie (fokus na zachowania),"Annotator przeszedł od analizy wewnętrznych reakcji psychologicznych do opisu zewnętrznych wyników, co wskazuje na spłycenie zrozumienia.",-0.7,"Annotator wykazał znaczące spłycenie w analizie reakcji na wpływ społeczny, przechodząc od identyfikacji wewnętrznych stanów psychologicznych do opisu zewnętrznych wyników, co może sugerować brak zrozumienia złożoności emocjonalnych reakcji.",reaction
