index,intention_semantic_similarity,intention_conceptual_depth_analysis_before_level,intention_conceptual_depth_analysis_after_level,intention_conceptual_depth_analysis_before_focus,intention_conceptual_depth_analysis_after_focus,intention_conceptual_depth_analysis_change_direction,intention_conceptual_coverage_before_categories,intention_conceptual_coverage_after_categories,intention_conceptual_coverage_maintained_categories,intention_conceptual_coverage_new_categories,intention_conceptual_coverage_lost_categories,intention_evolution_assessment_type,intention_evolution_assessment_description,intention_evolution_assessment_quality_change,intention_key_insights,intention_analysis_type
450,0.6,średni,głęboki,konkretny,koncepcyjny,bardziej koncepcyjny,manipulacja prośbą; zwiększenie skłonności,psychologia wpływu; strategia kontrastu; motywacja,zwiększenie skłonności,psychologia wpływu; strategia kontrastu; motywacja,[],pogłębienie koncepcyjne,"Annotator przeszedł od opisu konkretnej prośby do analizy psychologicznych mechanizmów wpływu, co pokazuje głębsze zrozumienie strategii perswazji.",0.7,"Wyraźny rozwój w zrozumieniu intencji - annotator teraz dostrzega nie tylko konkretne działania, ale także psychologiczne mechanizmy, które leżą u podstaw strategii wpływu. Zastosowanie pojęcia 'strategia kontrastu' wskazuje na głębsze zrozumienie procesów perswazyjnych.",intention
449,0.5,średni,głęboki,mieszany,koncepcyjny,bardziej koncepcyjny,przekonanie do zmiany; wzbudzenie emocji (żal),przekonanie do działania; budowanie relacji; kontrast w prośbach,przekonanie do zmiany,budowanie relacji; kontrast w prośbach,wzbudzenie emocji (żal),pogłębienie koncepcyjne,"Annotator przeszedł od identyfikacji prostych intencji związanych z przekonywaniem do bardziej złożonych mechanizmów wpływu, takich jak budowanie relacji i wykorzystanie kontrastu w prośbach.",0.7,"Wyraźny rozwój w zrozumieniu intencji - annotator dostrzega teraz nie tylko bezpośrednie cele przekonywania, ale także psychologiczne mechanizmy, które mogą wpływać na odbiorców, takie jak kontrast i relacje. To wskazuje na głębsze zrozumienie dynamiki wpływu społecznego.",intention
451,0.4,średni,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,mobilizacja grupy; intensywność treningów,udział w obozie; zostanie na treningu,[],udział w obozie; zostanie na treningu,mobilizacja grupy; intensywność treningów,"spłycenie (więcej detali, mniej konceptów)","Annotator przeszedł od ogólnej intencji mobilizacji grupy do konkretnych działań, co skutkuje utratą szerszego kontekstu i celów.",-0.5,"Zmiana w odpowiedzi 'After' wskazuje na spłycenie analizy intencji. Zamiast identyfikować ogólne cele mobilizacji, annotator skupił się na konkretnych działaniach, co ogranicza zrozumienie głębszych motywacji i celów wywierania wpływu.",intention
452,0.5,powierzchowny,średni,konkretny,koncepcyjny,bardziej koncepcyjny,nakłanianie do działania,motywacja; zwiększenie zaangażowania,[],motywacja; zwiększenie zaangażowania,nakłanianie do działania,pogłębienie koncepcyjne,"Annotator przeszedł od opisu konkretnego działania do zrozumienia szerszych intencji trenera, takich jak motywacja i zwiększenie zaangażowania zawodników.",0.7,"Rozwój w zrozumieniu intencji - annotator przeszedł od prostego nakłaniania do działania do analizy motywacji i zaangażowania, co wskazuje na głębsze zrozumienie psychologicznych aspektów wpływu.",intention
453,0.4,powierzchowny,powierzchowny,konkretny,konkretny,bez zmian,zachęta do aktywności,zachęta do aktywności,zachęta do aktywności,[],[],brak znaczącej zmiany,"Annotator nie wykazał znaczącego rozwoju w zrozumieniu intencji. Odpowiedzi pozostają na poziomie opisowym, koncentrując się na konkretnych działaniach.",0.0,"Brak ewolucji w rozumieniu intencji. Odpowiedzi są na podobnym poziomie powierzchowności, koncentrując się na konkretnych działaniach bez głębszej analizy motywacji czy celów.",intention
454,0.5,powierzchowny,średni,konkretny,mieszany,bardziej koncepcyjny,motywacja do treningu,refleksja nad zachowaniem; zaangażowanie w projekt; wrażliwość emocjonalna,[],refleksja nad zachowaniem; zaangażowanie w projekt; wrażliwość emocjonalna,motywacja do treningu,pogłębienie koncepcyjne,Annotator przeszedł od konkretnej intencji związanej z treningiem do bardziej złożonych celów dotyczących refleksji nad zachowaniem i emocjami. Wskazuje na rozwój w rozumieniu intencji wywierania wpływu na innych.,0.7,"Wyraźny rozwój w zrozumieniu intencji - annotator przeszedł od prostego namawiania do bardziej złożonych celów, takich jak wrażliwość emocjonalna i zaangażowanie w projekt. To pokazuje, że annotator zaczyna dostrzegać szerszy kontekst społeczny i emocjonalny wpływu.",intention
455,0.5,średni,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,refleksja nad hejtem; zmiana zachowań; udział w projekcie,tworzenie atmosfery; udział w projekcie,udział w projekcie,tworzenie atmosfery,refleksja nad hejtem; zmiana zachowań,"spłycenie (więcej detali, mniej konceptów)",Annotator przeszedł od identyfikowania intencji związanych z refleksją i zmianą zachowań do bardziej powierzchownych celów związanych z atmosferą i konkretnym działaniem.,-0.5,"Zmiana w rozumieniu intencji - annotator skupił się na tworzeniu pozytywnej atmosfery, ale stracił z oceny głębsze cele związane z refleksją nad hejtem i zmianą zachowań. To wskazuje na spłycenie analizy intencji.",intention
456,0.5,średni,średni,koncepcyjny,mieszany,bez zmian,bezpieczeństwo emocjonalne; współpraca,bezpieczeństwo emocjonalne; współpraca,bezpieczeństwo emocjonalne; współpraca,[],[],brak znaczącej zmiany,"Annotator utrzymał podobny poziom analizy, koncentrując się na bezpieczeństwie emocjonalnym i współpracy, ale z większym naciskiem na konkretne działania.",0.0,"Annotator zachował spójność w identyfikacji intencji, ale przeszedł od bardziej ogólnych stwierdzeń do konkretnych działań. Wciąż dostrzega ważność bezpieczeństwa emocjonalnego, ale z większym naciskiem na konkretne zachowania uczniów.",intention
457,0.5,średni,średni,koncepcyjny,koncepcyjny,bez zmian,edukacja; wykluczenie społeczne; zaangażowanie,zaangażowanie; refleksja; edukacja,edukacja; zaangażowanie,refleksja,wykluczenie społeczne,przeformułowanie,Annotator przeszedł od bardziej ogólnych intencji edukacyjnych do bardziej szczegółowych celów związanych z zaangażowaniem i refleksją uczniów. Zmiana w kierunku bardziej konkretnego zrozumienia intencji.,0.4,"Rozwój w zrozumieniu intencji - annotator skupił się na konkretnych celach związanych z zaangażowaniem uczniów i ich refleksją nad zachowaniami online, co wskazuje na lepsze zrozumienie psychologicznych aspektów wpływu.",intention
458,0.5,średni,średni,koncepcyjny,koncepcyjny,bez zmian,refleksja; zaangażowanie,szacunek; zaangażowanie,zaangażowanie,szacunek,refleksja,przeformułowanie,Annotator przeszedł od ogólnego wzbudzania refleksji do bardziej konkretnych intencji związanych z szacunkiem i współpracą. Zmiana w kierunku bardziej zdefiniowanych celów.,0.3,"Rozwój w zrozumieniu intencji - annotator skupił się na konkretnych celach związanych z szacunkiem i współpracą, co wskazuje na lepsze zrozumienie dynamiki relacji w grupie. Jednak utrata kategorii refleksji może sugerować spłycenie w niektórych aspektach.",intention
460,0.5,średni,głęboki,konkretny,koncepcyjny,bardziej koncepcyjny,motywacja do pracy; współpraca; efektywność nauki,presja społeczna; tożsamość grupowa; motywacja; współpraca,współpraca,presja społeczna; tożsamość grupowa; motywacja,motywacja do pracy; efektywność nauki,pogłębienie koncepcyjne,Annotator przeszedł od prostych intencji motywacyjnych do zrozumienia złożonych mechanizmów wpływu społecznego i tożsamości grupowej. W odpowiedzi 'After' uwzględniono psychologiczne aspekty wpływu na uczniów.,0.7,"Wyraźny rozwój w zrozumieniu intencji - annotator dostrzega teraz nie tylko konkretne działania, ale także psychologiczne mechanizmy, takie jak presja społeczna i tożsamość grupowa, które wpływają na motywację uczniów do współpracy.",intention
459,0.4,powierzchowny,średni,konkretny,koncepcyjny,bardziej koncepcyjny,przekonanie do współpracy; przekonanie do działania,wzmacnianie pewności siebie; integracja grupy; wzajemna pomoc; efektywność nauki,[],wzmacnianie pewności siebie; integracja grupy; wzajemna pomoc; efektywność nauki,przekonanie do współpracy; przekonanie do działania,pogłębienie koncepcyjne,"Annotator przeszedł od prostych przekonań do bardziej złożonych intencji, które obejmują aspekty emocjonalne i społeczne, takie jak pewność siebie i integracja grupy.",0.7,"Wyraźny rozwój w zrozumieniu intencji - annotator teraz dostrzega szerszy kontekst wpływu, uwzględniając nie tylko konkretne działania, ale także emocjonalne i społeczne aspekty, które mogą motywować uczniów do współpracy i nauki.",intention
461,0.5,powierzchowny,średni,konkretny,koncepcyjny,bardziej koncepcyjny,rozwiązanie problemu,mobilizacja; zaangażowanie,[],mobilizacja; zaangażowanie,rozwiązanie problemu,pogłębienie koncepcyjne,"Annotator przeszedł od opisu konkretnego działania (szybkie rozwiązanie zadania) do bardziej ogólnej intencji mobilizacji uczniów, co wskazuje na zrozumienie szerszego kontekstu wpływu.",0.6,"Rozwój w zrozumieniu intencji - annotator przeszedł od skupienia na konkretnym działaniu do identyfikacji intencji mobilizacyjnej, co sugeruje lepsze zrozumienie psychologicznych aspektów wpływu.",intention
462,0.5,średni,średni,konkretny,mieszany,bez zmian,motywacja; efektywność nauczania,motywacja; rozwój kompetencji; wykonanie zadań,motywacja,rozwój kompetencji,efektywność nauczania,przeformułowanie,Annotator przeszedł od ogólnego celu przekonania uczniów do bardziej szczegółowych intencji związanych z mobilizowaniem ich do wysiłku i podnoszeniem kompetencji.,0.3,"Rozwój w zrozumieniu intencji - annotator zidentyfikował bardziej złożone cele, takie jak mobilizacja uczniów i rozwój ich kompetencji, co wskazuje na lepsze zrozumienie procesu nauczania.",intention
463,0.4,średni,powierzchowny,mieszany,konkretny,bardziej konkretny,zaangażowanie; wysiłek; współpraca,przekonanie; motywacja,[],przekonanie; motywacja,zaangażowanie; wysiłek; współpraca,"spłycenie (więcej detali, mniej konceptów)","Annotator przeszedł od ogólnych intencji związanych z zaangażowaniem i współpracą do bardziej konkretnego opisu działania, ale stracił z oceny szersze cele i intencje.",-0.5,"Zmiana w odpowiedzi 'After' wskazuje na spłycenie analizy intencji. Zamiast identyfikować różnorodne cele związane z zaangażowaniem i współpracą, annotator skupił się na konkretnym działaniu, co ogranicza zrozumienie głębszych motywacji.",intention
464,0.4,średni,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,motywacja do samodzielności; rozwój umiejętności,zachęta do terminowości; organizacja pracy,[],zachęta do terminowości; organizacja pracy,motywacja do samodzielności; rozwój umiejętności,"spłycenie (więcej detali, mniej konceptów)","Annotator przeszedł od identyfikowania intencji związanych z motywacją do samodzielności uczniów do opisywania konkretnego działania, które koncentruje się na terminowości oddawania prac.",-0.5,"Zmiana w odpowiedzi 'After' wskazuje na spłycenie analizy intencji. Zamiast głębszego zrozumienia motywacji uczniów, annotator skupił się na konkretnej akcji związanej z terminowością, co ogranicza zrozumienie szerszych celów edukacyjnych.",intention
465,0.4,średni,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,motywacja do nauki; angażowanie uczniów,pochwała; motywacja do zadań,[],pochwała; motywacja do zadań,motywacja do nauki; angażowanie uczniów,"spłycenie (więcej detali, mniej konceptów)","Annotator przeszedł od ogólnego celu motywowania uczniów do bardziej szczegółowych działań, takich jak pochwała i motywowanie do kolejnych zadań, co ogranicza zrozumienie głębszych intencji.",-0.5,"Zmiana w odpowiedzi 'After' wskazuje na spłycenie analizy intencji. Zamiast identyfikować ogólne cele motywacyjne, annotator skupił się na konkretnych działaniach, co ogranicza zrozumienie psychologicznych mechanizmów wpływu na uczniów.",intention
466,0.4,średni,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,motywacja do działania; zarządzanie czasem,zachęcanie do działań,[],zachęcanie do działań,motywacja do działania; zarządzanie czasem,"spłycenie (więcej detali, mniej konceptów)","Annotator przeszedł od ogólnej motywacji uczniów do bardziej konkretnego działania, ale stracił z oceny szerszy kontekst intencji.",-0.5,"Zmiana w odpowiedzi 'After' wskazuje na spłycenie analizy intencji. Zamiast identyfikować głębsze motywacje uczniów, annotator skupił się na konkretnym działaniu, co ogranicza zrozumienie psychologicznych aspektów wpływu.",intention
467,0.6,powierzchowny,średni,konkretny,koncepcyjny,bardziej koncepcyjny,zachęta do działania,motywacja; wysiłek w nauce,[],motywacja; wysiłek w nauce,zachęta do działania,pogłębienie koncepcyjne,"Annotator przeszedł od prostego opisu zachęty do bardziej złożonego zrozumienia motywacji i wysiłku w nauce, co wskazuje na rozwój w analizie intencji.",0.5,"Rozwój w zrozumieniu intencji - annotator przeszedł od konkretnej zachęty do bardziej złożonego pojęcia motywacji, co sugeruje lepsze zrozumienie psychologicznych aspektów wpływu na uczniów.",intention
468,0.5,średni,głęboki,konkretny,koncepcyjny,bardziej koncepcyjny,motywacja do nauki; organizacja czasu,docenienie; zaangażowanie; relacje,[],docenienie; zaangażowanie; relacje,motywacja do nauki; organizacja czasu,pogłębienie koncepcyjne,"Annotator przeszedł od konkretnej intencji związanej z motywowaniem uczniów do bardziej złożonych celów, takich jak budowanie relacji i docenianie zaangażowania. Wskazuje to na rozwój w rozumieniu psychologicznych aspektów wpływu.",0.7,"Wyraźny rozwój w zrozumieniu intencji - annotator przeszedł od prostego zachęcania do bardziej złożonych celów, takich jak docenienie i budowanie relacji. To pokazuje, że zaczyna dostrzegać znaczenie emocjonalnych i społecznych aspektów wpływu na uczniów.",intention
469,0.5,średni,głęboki,koncepcyjny,koncepcyjny,bardziej koncepcyjny,motywacja; docenienie; wzmacnianie pozytywnych zachowań,wywoływanie emocji; zmiana zachowania; zaangażowanie,[],wywoływanie emocji; zmiana zachowania; zaangażowanie,motywacja; docenienie; wzmacnianie pozytywnych zachowań,pogłębienie koncepcyjne,"Annotator przeszedł od ogólnych intencji związanych z motywacją i docenieniem do bardziej złożonych mechanizmów wpływu, takich jak wywoływanie emocji i zmiana zachowania.",0.7,"Wyraźny rozwój w zrozumieniu intencji - annotator teraz dostrzega bardziej złożone mechanizmy wpływu, takie jak emocje i ich rola w zmianie zachowania uczniów. To pokazuje głębsze zrozumienie psychologicznych aspektów wpływu.",intention
470,0.4,powierzchowny,średni,konkretny,mieszany,bardziej koncepcyjny,manipulacja emocjonalna,przekierowanie uwagi; zaangażowanie rodziców; poprawa wyników edukacyjnych,[],przekierowanie uwagi; zaangażowanie rodziców; poprawa wyników edukacyjnych,manipulacja emocjonalna,pogłębienie koncepcyjne,"Annotator przeszedł od identyfikacji jednego, konkretnego mechanizmu wpływu (wywołanie winy) do bardziej złożonego opisu strategii, która obejmuje różne aspekty, takie jak zaangażowanie rodziców i poprawa wyników.",0.5,"Rozwój w zrozumieniu intencji - annotator zidentyfikował bardziej złożoną strategię wpływu, która łączy emocjonalne i edukacyjne aspekty, co wskazuje na głębsze zrozumienie mechanizmów wpływu społecznego.",intention
471,0.7,średni,średni,koncepcyjny,koncepcyjny,bez zmian,motywacja do nauki; zmiana nawyków; uświadamianie skutków,motywacja do nauki; zmiana nawyków,motywacja do nauki; zmiana nawyków,[],uświadamianie skutków,brak znaczącej zmiany,"Annotator utrzymał podobny poziom analizy intencji, koncentrując się na motywacji i zmianie nawyków, ale nie wprowadził nowych, głębszych kategorii.",0.0,"Brak znaczącej ewolucji w rozumieniu intencji. Annotator nadal koncentruje się na motywacji i zmianie nawyków, ale nie rozwija analizy o dodatkowe aspekty, takie jak uświadamianie skutków, co ogranicza głębię analizy.",intention
